site_id,sample_id,site_code,day,month,year,date,latitude,longitude,waterbody_name,waterbody_type,state,EQR,EQC,river_type,dipt_rich,dipt_fam_rich,dipt_abund,vec_fam_rich,vec_abund,Agricultural.areas_100m,Artificial.surfaces_100m,Forest.and.semi.natural.areas_100m,Water.bodies_100m,Wetlands_100m,Agricultural.areas_200m,Artificial.surfaces_200m,Forest.and.semi.natural.areas_200m,Water.bodies_200m,Wetlands_200m,Agricultural.areas_300m,Artificial.surfaces_300m,Forest.and.semi.natural.areas_300m,Water.bodies_300m,Wetlands_300m,ppt,q,tmax,tmin,ws
LTR310,LTR310_6.10.2014,LTR310_2014,6,10,2014,6/10/2014,55.6645,21.1648,Nemunas,river,HM,0.41,Moderate,1,3,1,550,0,0,0,1,0,0,0,0,0.75,0.25,0,0,0,0.769230769,0.230769231,0,0,55.525,18.725,12.28916667,6.151666667,4.341666667
LTR310,LTR310_20.9.2021,LTR310_2021,20,9,2021,20/9/2021,55.6645,21.1648,Nemunas,river,HM,0.47,Moderate,1,5,4,33,0,0,0,1,0,0,0,0,0.75,0.25,0,0,0,0.730769231,0.269230769,0,0,59.84166667,9.758333333,12.33333333,6.166666667,4.383333333
LTR318,LTR318_26.9.2012,LTR318_2012,26,9,2012,26/9/2012,55.5662,21.4881,Nemunas,river,N,,,1,2,2,3,0,0,0.5,0,0.5,0,0,0.416666667,0,0.583333333,0,0,0.4375,0,0.5625,0,0,69.43333333,26.125,11.20333333,4.33,3.636666667
LTR318,LTR318_19.9.2016,LTR318_2016,19,9,2016,19/9/2016,55.5662,21.4881,Nemunas,river,N,0.67,Good,1,4,4,70,1,6,0.5,0,0.5,0,0,0.416666667,0,0.583333333,0,0,0.4375,0,0.5625,0,0,72.44166667,20.46666667,11.93333333,5.2075,3.309166667
LTR318,LTR318_25.9.2019,LTR318_2019,25,9,2019,25/9/2019,55.5662,21.4881,Nemunas,river,N,0.65,Good,1,2,2,414,0,0,0.75,0,0.25,0,0,0.666666667,0,0.333333333,0,0,0.53125,0,0.46875,0,0,55.96666667,17.55833333,12.66666667,5.75,3.191666667
LTR325,LTR325_27.9.2010,LTR325_2010,27,9,2010,27/9/2010,55.355,26.4257,Dauguva,river,N,,,2,1,1,56,1,56,0.333333333,0,0.666666667,0,0,0.363636364,0,0.636363636,0,0,0.37037037,0,0.62962963,0,0,73.48333333,25.24166667,9.910833333,2.490833333,2.830833333
LTR325,LTR325_27.9.2011,LTR325_2011,27,9,2011,27/9/2011,55.355,26.4257,Dauguva,river,N,,,2,5,5,47,2,24,0.333333333,0,0.666666667,0,0,0.363636364,0,0.636363636,0,0,0.37037037,0,0.62962963,0,0,55.99166667,18.65833333,9.685,1.763333333,2.998333333
LTR325,LTR325_26.9.2012,LTR325_2012,26,9,2012,26/9/2012,55.355,26.4257,Dauguva,river,N,,,2,2,2,10,1,3,0.333333333,0,0.666666667,0,0,0.363636364,0,0.636363636,0,0,0.37037037,0,0.62962963,0,0,54.525,12.03333333,10.25916667,2.731666667,3.0725
LTR325,LTR325_16.9.2013,LTR325_2013,16,9,2013,16/9/2013,55.355,26.4257,Dauguva,river,N,0.5714,Moderate,2,2,2,193,0,0,0.333333333,0,0.666666667,0,0,0.363636364,0,0.636363636,0,0,0.37037037,0,0.62962963,0,0,59.21666667,20.03333333,9.901666667,2.335,2.8275
LTR325,LTR325_23.9.2014,LTR325_2014,23,9,2014,23/9/2014,55.355,26.4257,Dauguva,river,N,0.77,Good,2,3,3,24,0,0,0.333333333,0,0.666666667,0,0,0.363636364,0,0.636363636,0,0,0.37037037,0,0.62962963,0,0,59.1,11.7,11.23,3.835,2.969166667
LTR325,LTR325_21.9.2015,LTR325_2015,21,9,2015,21/9/2015,55.355,26.4257,Dauguva,river,N,0.69,Good,2,5,5,110,0,0,0.333333333,0,0.666666667,0,0,0.363636364,0,0.636363636,0,0,0.37037037,0,0.62962963,0,0,40.98333333,9.458333333,11.155,3.0975,2.859166667
LTR325,LTR325_26.9.2016,LTR325_2016,26,9,2016,26/9/2016,55.355,26.4257,Dauguva,river,N,0.58,Moderate,2,3,3,54,1,31,0.333333333,0,0.666666667,0,0,0.363636364,0,0.636363636,0,0,0.37037037,0,0.62962963,0,0,59.88333333,15.86666667,11.2325,3.745,2.866666667
LTR325,LTR325_25.10.2017,LTR325_2017,25,10,2017,25/10/2017,55.355,26.4257,Dauguva,river,N,0.58,Moderate,2,1,1,818,1,818,0.333333333,0,0.666666667,0,0,0.363636364,0,0.636363636,0,0,0.37037037,0,0.62962963,0,0,69.45,22.6,9.725,2.7,3.033333333
LTR325,LTR325_22.9.2020,LTR325_2020,22,9,2020,22/9/2020,55.355,26.4257,Dauguva,river,N,0.77,Good,2,2,2,12,0,0,0.333333333,0,0.666666667,0,0,0.363636364,0,0.636363636,0,0,0.481481481,0,0.518518519,0,0,52.69166667,7.891666667,12.24166667,4.466666667,3.308333333
LTR325,LTR325_21.9.2023,LTR325_2023,21,9,2023,21/9/2023,55.355,26.4257,Dauguva,river,N,,,2,4,2,37,1,8,0.333333333,0,0.666666667,0,0,0.363636364,0,0.636363636,0,0,0.481481481,0,0.518518519,0,0,51.75,1.7,6.875,1.05,2.775
LTR327,LTR327_27.9.2010,LTR327_2010,27,9,2010,27/9/2010,55.5743,25.0506,Nemunas,river,N,,,4,1,1,1,0,0,0.666666667,0,0.333333333,0,0,0.461538462,0,0.538461538,0,0,0.413793103,0,0.586206897,0,0,68.31666667,17.75,10.54666667,2.816666667,3.025833333
LTR327,LTR327_19.9.2011,LTR327_2011,19,9,2011,19/9/2011,55.5743,25.0506,Nemunas,river,N,,,4,4,4,18,0,0,0.666666667,0,0.333333333,0,0,0.461538462,0,0.538461538,0,0,0.413793103,0,0.586206897,0,0,57.41666667,16.61666667,10.34916667,2.190833333,3.231666667
LTR327,LTR327_24.9.2012,LTR327_2012,24,9,2012,24/9/2012,55.5743,25.0506,Nemunas,river,N,,,4,6,5,13,0,0,0.666666667,0,0.333333333,0,0,0.461538462,0,0.538461538,0,0,0.413793103,0,0.586206897,0,0,51.86666667,9.266666667,11.03416667,3.161666667,3.3075
LTR327,LTR327_18.9.2013,LTR327_2013,18,9,2013,18/9/2013,55.5743,25.0506,Nemunas,river,N,0.5714,Moderate,4,5,5,262,1,96,0.666666667,0,0.333333333,0,0,0.461538462,0,0.538461538,0,0,0.413793103,0,0.586206897,0,0,55.675,16.875,10.6575,2.7375,3.006666667
LTR327,LTR327_15.9.2014,LTR327_2014,15,9,2014,15/9/2014,55.5743,25.0506,Nemunas,river,N,0.71,Good,4,5,5,56,1,1,0.666666667,0,0.333333333,0,0,0.461538462,0,0.538461538,0,0,0.413793103,0,0.586206897,0,0,56.725,10.925,11.97583333,4.190833333,3.179166667
LTR327,LTR327_22.9.2015,LTR327_2015,22,9,2015,22/9/2015,55.5743,25.0506,Nemunas,river,N,0.66,Good,4,2,2,50,0,0,0.666666667,0,0.333333333,0,0,0.461538462,0,0.538461538,0,0,0.413793103,0,0.586206897,0,0,39.19166667,8.391666667,11.84916667,3.546666667,3.131666667
LTR327,LTR327_27.9.2016,LTR327_2016,27,9,2016,27/9/2016,55.5743,25.0506,Nemunas,river,N,0.7,Good,4,3,3,47,0,0,0.666666667,0,0.333333333,0,0,0.461538462,0,0.538461538,0,0,0.413793103,0,0.586206897,0,0,55.50833333,11.98333333,11.9525,4.1425,3.055833333
LTR327,LTR327_26.10.2017,LTR327_2017,26,10,2017,26/10/2017,55.5743,25.0506,Nemunas,river,N,0.81,High,4,2,1,8,0,0,0.666666667,0,0.333333333,0,0,0.461538462,0,0.538461538,0,0,0.413793103,0,0.586206897,0,0,63.14166667,16.525,10.475,3.183333333,3.225
LTR327,LTR327_21.9.2020,LTR327_2020,21,9,2020,21/9/2020,55.5743,25.0506,Nemunas,river,N,0.69,Good,4,4,4,8,1,1,0.666666667,0,0.333333333,0,0,0.538461538,0,0.461538462,0,0,0.448275862,0,0.551724138,0,0,50.61666667,5.283333333,12.83333333,4.716666667,3.441666667
LTR33,LTR33_6.10.2010,LTR33_2010,6,10,2010,6/10/2010,55.0839,23.4315,Nemunas,river,N,,,5,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0.964285714,0.035714286,0,0,0,68.81666667,18.19166667,10.31166667,3.054166667,3.248333333
LTR33,LTR33_5.10.2011,LTR33_2011,5,10,2011,5/10/2011,55.0839,23.4315,Nemunas,river,N,,,5,1,1,26,0,0,1,0,0,0,0,1,0,0,0,0,0.964285714,0.035714286,0,0,0,60.45,17.76666667,10.55333333,2.696666667,3.425833333
LTR33,LTR33_9.10.2013,LTR33_2013,9,10,2013,9/10/2013,55.0839,23.4315,Nemunas,river,N,0.7143,Good,5,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0.964285714,0.035714286,0,0,0,59.55833333,18.025,10.48333333,3.025,3.133333333
LTR33,LTR33_8.10.2014,LTR33_2014,8,10,2014,8/10/2014,55.0839,23.4315,Nemunas,river,N,0.67,Good,5,2,2,52,0,0,1,0,0,0,0,1,0,0,0,0,0.964285714,0.035714286,0,0,0,49.45833333,13.26666667,12.15666667,4.551666667,3.325833333
LTR33,LTR33_7.10.2015,LTR33_2015,7,10,2015,7/10/2015,55.0839,23.4315,Nemunas,river,N,0.73,Good,5,2,2,32,0,0,1,0,0,0,0,1,0,0,0,0,0.964285714,0.035714286,0,0,0,42.66666667,10.675,11.87833333,4.015,3.368333333
LTR33,LTR33_5.10.2016,LTR33_2016,5,10,2016,5/10/2016,55.0839,23.4315,Nemunas,river,N,0.67,Good,5,2,2,73,1,48,1,0,0,0,0,1,0,0,0,0,0.964285714,0.035714286,0,0,0,54.59166667,13.49166667,11.98416667,4.421666667,3.1725
LTR33,LTR33_4.10.2017,LTR33_2017,4,10,2017,4/10/2017,55.0839,23.4315,Nemunas,river,N,0.86,High,5,2,2,19,0,0,1,0,0,0,0,1,0,0,0,0,0.964285714,0.035714286,0,0,0,60.66666667,17.51666667,10.49166667,3.525,3.4125
LTR33,LTR33_7.10.2020,LTR33_2020,7,10,2020,7/10/2020,55.0839,23.4315,Nemunas,river,N,0.56,Moderate,5,3,3,20,1,6,1,0,0,0,0,1,0,0,0,0,0.964285714,0.035714286,0,0,0,45.46666667,3.85,13,5.258333333,3.683333333
LTR331,LTR331_24.10.2017,LTR331_2017,24,10,2017,24/10/2017,55.30456116,26.04260126,Nemunas,river,N,0.77,Good,1,3,2,5,1,4,1,0,0,0,0,1,0,0,0,0,0.931034483,0,0.068965517,0,0,69.10833333,21.76666667,10.08333333,3.025,3.0925
LTR331,LTR331_22.9.2022,LTR331_2022,22,9,2022,22/9/2022,55.30456116,26.04260126,Nemunas,river,N,0.67,Good,1,4,3,86,1,71,1,0,0,0,0,1,0,0,0,0,0.965517241,0,0.034482759,0,0,57.96666667,19.35,11.13333333,3.291666667,3.233333333
LTR334,LTR334_4.10.2010,LTR334_2010,4,10,2010,4/10/2010,55.7394,25.8343,Nemunas,river,N,,,3,1,1,44,0,0,0,0,0,0,1,0,0.272727273,0.090909091,0,0.636363636,0,0.333333333,0.148148148,0,0.518518519,71.88333333,22.475,10.11,2.578333333,2.945
LTR334,LTR334_19.9.2013,LTR334_2013,19,9,2013,19/9/2013,55.7394,25.8343,Nemunas,river,N,0.8571,High,3,4,4,406,1,231,0,0,0,0,1,0,0.272727273,0.090909091,0,0.636363636,0,0.333333333,0.148148148,0,0.518518519,58.35833333,18.74166667,10.46166667,2.62,2.889166667
LTR334,LTR334_23.9.2015,LTR334_2015,23,9,2015,23/9/2015,55.7394,25.8343,Nemunas,river,HM,0.63,Good,3,3,3,42,0,0,0,0,0,0,1,0,0.272727273,0.090909091,0,0.636363636,0,0.333333333,0.148148148,0,0.518518519,40.95833333,9.816666667,11.64333333,3.445833333,2.985
LTR334,LTR334_26.9.2018,LTR334_2018,26,9,2018,26/9/2018,55.7394,25.8343,Nemunas,river,HM,0.54,Good,3,1,1,12,0,0,0,0.333333333,0,0,0.666666667,0,0.454545455,0.090909091,0,0.454545455,0,0.407407407,0.148148148,0,0.444444444,57.275,21.025,11.43333333,3.916666667,3.083333333
LTR334,LTR334_23.9.2021,LTR334_2021,23,9,2021,23/9/2021,55.7394,25.8343,Nemunas,river,HM,0.56,Good,3,1,1,11,0,0,0,0.333333333,0,0,0.666666667,0,0.454545455,0.090909091,0,0.454545455,0,0.407407407,0.148148148,0,0.444444444,55.11666667,7.075,11.825,3.833333333,3.183333333
LTR336,LTR336_4.10.2010,LTR336_2010,4,10,2010,4/10/2010,55.7013,26.1387,Dauguva,river,HM,,,1,2,2,196,0,0,1,0,0,0,0,0.785714286,0,0.214285714,0,0,0.785714286,0,0.214285714,0,0,71.11666667,23.65833333,9.755,2.325833333,2.92
LTR336,LTR336_19.9.2013,LTR336_2013,19,9,2013,19/9/2013,55.7013,26.1387,Dauguva,river,HM,0.8571,High,1,9,8,733,1,152,1,0,0,0,0,0.785714286,0,0.214285714,0,0,0.785714286,0,0.214285714,0,0,57.81666667,18.525,10.06583333,2.334166667,2.866666667
LTR336,LTR336_21.9.2016,LTR336_2016,21,9,2016,21/9/2016,55.7013,26.1387,Dauguva,river,HM,0.67,Good,1,4,3,69,1,43,1,0,0,0,0,0.785714286,0,0.214285714,0,0,0.785714286,0,0.214285714,0,0,57.775,13.66666667,11.34416667,3.775,2.914166667
LTR336,LTR336_19.9.2019,LTR336_2019,19,9,2019,19/9/2019,55.7013,26.1387,Dauguva,river,HM,0.87,High,1,5,5,250,2,133,1,0,0,0,0,0.785714286,0,0.214285714,0,0,0.75,0,0.25,0,0,45.2,8.116666667,11.86666667,4.041666667,2.791666667
LTR336,LTR336_28.9.2023,LTR336_2023,28,9,2023,28/9/2023,55.7013,26.1387,Dauguva,river,HM,,,1,5,5,48,1,2,1,0,0,0,0,0.785714286,0,0.214285714,0,0,0.75,0,0.25,0,0,46.775,1.5,6.975,1.1,2.85
LTR337,LTR337_4.10.2010,LTR337_2010,4,10,2010,4/10/2010,55.25077837,26.60076232,Dauguva,river,N,,,2,1,1,40,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,74.98333333,28,9.719166667,2.469166667,2.840833333
LTR337,LTR337_16.9.2013,LTR337_2013,16,9,2013,16/9/2013,55.25077837,26.60076232,Dauguva,river,N,0.8571,High,2,5,5,365,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,60.20833333,20.975,9.901666667,2.434166667,2.796666667
LTR337,LTR337_26.9.2016,LTR337_2016,26,9,2016,26/9/2016,55.25077837,26.60076232,Dauguva,river,N,0.78,Good,1,4,4,136,1,44,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,60.86666667,16.45833333,11.23833333,3.821666667,2.831666667
LTR337,LTR337_17.9.2019,LTR337_2019,17,9,2019,17/9/2019,55.25077837,26.60076232,Dauguva,river,N,0.57,Moderate,1,1,1,21,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,44.51666667,8.516666667,11.76666667,4.05,2.708333333
LTR337,LTR337_21.9.2022,LTR337_2022,21,9,2022,21/9/2022,55.25077837,26.60076232,Dauguva,river,N,0.74,Good,1,7,6,29,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,59.3,18.86666667,10.79166667,3.125,3.191666667
LTR351,LTR351_18.9.2012,LTR351_2012,18,9,2012,18/9/2012,55.62191174,25.5652358,Nemunas,river,N,,,5,5,4,89,0,0,1,0,0,0,0,1,0,0,0,0,0.931034483,0,0.068965517,0,0,53.925,10.40833333,10.98,3.096666667,3.239166667
LTR351,LTR351_23.9.2015,LTR351_2015,23,9,2015,23/9/2015,55.62191174,25.5652358,Nemunas,river,N,0.59,Moderate,2,1,1,48,0,0,1,0,0,0,0,1,0,0,0,0,0.931034483,0,0.068965517,0,0,40.775,9.516666667,11.82666667,3.508333333,3.046666667
LTR351,LTR351_18.9.2019,LTR351_2019,18,9,2019,18/9/2019,55.62191174,25.5652358,Nemunas,river,N,0.54,Moderate,2,1,1,22,0,0,1,0,0,0,0,1,0,0,0,0,0.931034483,0,0.068965517,0,0,43.91666667,8.425,12.475,4.416666667,2.883333333
LTR351,LTR351_26.9.2022,LTR351_2022,26,9,2022,26/9/2022,55.62191174,25.5652358,Nemunas,river,N,0.71,Good,2,7,4,64,1,8,1,0,0,0,0,1,0,0,0,0,0.931034483,0,0.068965517,0,0,57.40833333,17.34166667,11.575,3.508333333,3.3
LTR352,LTR352_23.10.2017,LTR352_2017,23,10,2017,23/10/2017,55.7115,25.7045,Nemunas,river,HM,0.55,Good,2,3,3,1162,1,905,0.5,0,0.5,0,0,0.461538462,0,0.538461538,0,0,0.5,0,0.5,0,0,66.91666667,18.10833333,10.26666667,3.066666667,3.1475
LTR352,LTR352_24.9.2020,LTR352_2020,24,9,2020,24/9/2020,55.7115,25.7045,Nemunas,river,HM,0.51,Good,2,2,2,57,1,14,0.5,0,0.5,0,0,0.615384615,0,0.384615385,0,0,0.571428571,0,0.428571429,0,0,50.61666667,5.866666667,12.75,4.691666667,3.383333333
LTR352,LTR352_26.9.2023,LTR352_2023,26,9,2023,26/9/2023,55.7115,25.7045,Nemunas,river,HM,,,2,4,3,67,2,21,0.5,0,0.5,0,0,0.615384615,0,0.384615385,0,0,0.571428571,0,0.428571429,0,0,46.825,1.525,7.575,1.55,2.85
LTR354,LTR354_26.9.2012,LTR354_2012,26,9,2012,26/9/2012,55.4051,26.3958,Dauguva,river,N,,,2,5,5,118,2,99,1,0,0,0,0,0.769230769,0,0.230769231,0,0,0.535714286,0,0.464285714,0,0,53.86666667,11.33333333,10.29,2.770833333,3.081666667
LTR354,LTR354_21.9.2015,LTR354_2015,21,9,2015,21/9/2015,55.4051,26.3958,Dauguva,river,N,0.54,Moderate,2,1,1,36,0,0,1,0,0,0,0,0.769230769,0,0.230769231,0,0,0.535714286,0,0.464285714,0,0,40.28333333,8.908333333,11.18083333,3.139166667,2.868333333
LTR354,LTR354_22.9.2021,LTR354_2021,22,9,2021,22/9/2021,55.4051,26.3958,Dauguva,river,N,0.58,Moderate,2,3,3,11,1,2,1,0,0,0,0,0.769230769,0,0.230769231,0,0,0.464285714,0,0.535714286,0,0,52.94166667,7.833333333,11.39166667,3.633333333,3.075
LTR357,LTR357_27.9.2010,LTR357_2010,27,9,2010,27/9/2010,56.4136,24.8508,Lielupe,river,N,,,5,1,1,106,0,0,0.5,0,0,0.5,0,0.714285714,0,0,0.285714286,0,0.785714286,0,0,0.214285714,0,67.25,18.98333333,10.2175,2.791666667,2.7175
LTR357,LTR357_26.9.2011,LTR357_2011,26,9,2011,26/9/2011,56.4136,24.8508,Lielupe,river,N,,,5,5,5,43,0,0,0.5,0,0,0.5,0,0.714285714,0,0,0.285714286,0,0.785714286,0,0,0.214285714,0,60.91666667,19.275,10.08666667,2.225,2.975
LTR357,LTR357_27.9.2012,LTR357_2012,27,9,2012,27/9/2012,56.4136,24.8508,Lielupe,river,N,,,5,3,3,9,1,2,0.5,0,0,0.5,0,0.714285714,0,0,0.285714286,0,0.785714286,0,0,0.214285714,0,53.59166667,11.35833333,10.79166667,3.275833333,3.095833333
LTR357,LTR357_23.9.2013,LTR357_2013,23,9,2013,23/9/2013,56.4136,24.8508,Lielupe,river,N,0.8571,High,5,3,3,29,0,0,0.5,0,0,0.5,0,0.714285714,0,0,0.285714286,0,0.785714286,0,0,0.214285714,0,56.01666667,18.65,10.4,2.714166667,2.7025
LTR357,LTR357_24.9.2014,LTR357_2014,24,9,2014,24/9/2014,56.4136,24.8508,Lielupe,river,N,0.62,Good,2,2,2,7,0,0,0.5,0,0,0.5,0,0.714285714,0,0,0.285714286,0,0.785714286,0,0,0.214285714,0,58.925,12.925,11.64833333,4.286666667,2.92
LTR357,LTR357_26.9.2016,LTR357_2016,26,9,2016,26/9/2016,56.4136,24.8508,Lielupe,river,N,0.76,Good,2,3,3,4,1,1,0.5,0,0,0.5,0,0.714285714,0,0,0.285714286,0,0.785714286,0,0,0.214285714,0,56.95,13.58333333,11.49,4.205,2.749166667
LTR357,LTR357_23.9.2020,LTR357_2020,23,9,2020,23/9/2020,56.4136,24.8508,Lielupe,river,N,0.68,Good,2,8,3,328,1,22,0.5,0,0,0.5,0,0.642857143,0,0,0.357142857,0,0.75,0,0,0.25,0,53.86666667,7.125,12.44166667,4.816666667,3.15
LTR360,LTR360_4.10.2012,LTR360_2012,4,10,2012,4/10/2012,56.02733541,24.42910571,Lielupe,river,N,,,3,2,2,7,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,51.34166667,9.158333333,11.20416667,3.669166667,3.195
LTR360,LTR360_29.9.2016,LTR360_2016,29,9,2016,29/9/2016,56.02733541,24.42910571,Lielupe,river,N,0.6,Good,3,3,3,47,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,54.55,9.366666667,12.02666667,4.615833333,2.87
LTR360,LTR360_3.10.2019,LTR360_2019,3,10,2019,3/10/2019,56.02733541,24.42910571,Lielupe,river,N,0.6,Good,3,2,2,65,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,45.76666667,7.875,12.325,4.8,2.825
LTR360,LTR360_3.10.2022,LTR360_2022,3,10,2022,3/10/2022,56.02733541,24.42910571,Lielupe,river,N,0.68,Good,3,3,2,52,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,57.425,13.25,11.70833333,3.966666667,3.116666667
LTR365,LTR365_9.10.2012,LTR365_2012,9,10,2012,9/10/2012,55.6533,24.6313,Nemunas,river,N,,,1,2,2,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,50.89166667,9.266666667,10.975,3.2025,3.345
LTR365,LTR365_8.10.2015,LTR365_2015,8,10,2015,8/10/2015,55.6533,24.6313,Nemunas,river,HM,0.66,Good,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,41.45833333,8.183333333,11.80833333,3.734166667,3.198333333
LTR365,LTR365_8.10.2018,LTR365_2018,8,10,2018,8/10/2018,55.6533,24.6313,Nemunas,river,HM,0.57,Good,1,1,1,72,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,50.08333333,17.25833333,12,4.091666667,3.2325
LTR365,LTR365_29.9.2021,LTR365_2021,29,9,2021,29/9/2021,55.6533,24.6313,Nemunas,river,N,0.63,Good,2,1,1,21,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,54.53333333,8.275,11.9,3.916666667,3.308333333
LTR369,LTR369_8.10.2013,LTR369_2013,8,10,2013,8/10/2013,56.37798449,24.64516376,Lielupe,river,N,0.7143,Good,5,3,3,6,0,0,0.333333333,0.333333333,0,0.333333333,0,0.090909091,0.636363636,0,0.272727273,0,0.074074074,0.740740741,0,0.185185185,0,58.65833333,17.825,10.33583333,2.763333333,2.628333333
LTR369,LTR369_5.10.2015,LTR369_2015,5,10,2015,5/10/2015,56.37798449,24.64516376,Lielupe,river,N,0.68,Good,5,1,1,23,0,0,0.333333333,0.333333333,0,0.333333333,0,0.090909091,0.636363636,0,0.272727273,0,0.074074074,0.740740741,0,0.185185185,0,45.19166667,11.73333333,11.47166667,3.990833333,2.9275
LTR369,LTR369_2.10.2019,LTR369_2019,2,10,2019,2/10/2019,56.37798449,24.64516376,Lielupe,river,N,0.61,Good,5,1,1,14,0,0,0,0.333333333,0,0.666666667,0,0,0.636363636,0,0.363636364,0,0,0.703703704,0,0.296296296,0,48.35833333,10.66666667,11.775,4.491666667,2.691666667
LTR369,LTR369_5.10.2022,LTR369_2022,5,10,2022,5/10/2022,56.37798449,24.64516376,Lielupe,river,N,0.62,Good,5,4,3,41,0,0,0,0.333333333,0,0.666666667,0,0,0.636363636,0,0.363636364,0,0,0.703703704,0,0.296296296,0,54.75833333,14.05,11.325,3.775,2.975
LTR370,LTR370_24.9.2010,LTR370_2010,24,9,2010,24/9/2010,55.87450893,24.6513278,Lielupe,river,N,,,2,1,1,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,65.53333333,16.01666667,10.545,2.97,2.933333333
LTR370,LTR370_28.9.2016,LTR370_2016,28,9,2016,28/9/2016,55.87450893,24.6513278,Lielupe,river,HM,0.55,Good,1,1,1,40,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,54.79166667,10.19166667,11.91666667,4.305833333,2.961666667
LTR370,LTR370_26.9.2019,LTR370_2019,26,9,2019,26/9/2019,55.87450893,24.6513278,Lielupe,river,HM,0.68,Good,1,3,3,162,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,44.575,7.791666667,12.46666667,4.641666667,2.916666667
LTR370,LTR370_6.10.2022,LTR370_2022,6,10,2022,6/10/2022,55.87450893,24.6513278,Lielupe,river,HM,0.56,Good,1,1,1,21,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,56.49166667,13.78333333,11.525,3.641666667,3.191666667
LTR371,LTR371_3.10.2011,LTR371_2011,3,10,2011,3/10/2011,56.4,24.767,Lielupe,river,N,,,2,3,3,55,2,3,1,0,0,0,0,0.714285714,0.214285714,0,0.071428571,0,0.607142857,0.321428571,0,0.071428571,0,57.64166667,18.85,10.2225,2.306666667,2.960833333
LTR371,LTR371_7.10.2014,LTR371_2014,7,10,2014,7/10/2014,56.4,24.767,Lielupe,river,N,0.65,Good,2,3,3,10,1,1,1,0,0,0,0,0.714285714,0.214285714,0,0.071428571,0,0.607142857,0.321428571,0,0.071428571,0,53.425,13.09166667,11.72416667,4.248333333,2.883333333
LTR371,LTR371_23.9.2020,LTR371_2020,23,9,2020,23/9/2020,56.4,24.767,Lielupe,river,N,0.8,High,2,8,4,157,1,16,1,0,0,0,0,0.5,0.214285714,0,0.285714286,0,0.428571429,0.321428571,0,0.25,0,53.83333333,7.5,12.4,4.8,3.158333333
LTR373,LTR373_9.10.2012,LTR373_2012,9,10,2012,9/10/2012,55.5719,24.6263,Nemunas,river,HM,,,2,1,1,45,0,0,1,0,0,0,0,0.846153846,0.153846154,0,0,0,0.821428571,0.178571429,0,0,0,50.79166667,9.258333333,10.96583333,3.193333333,3.345833333
LTR373,LTR373_8.10.2015,LTR373_2015,8,10,2015,8/10/2015,55.5719,24.6263,Nemunas,river,HM,0.55,Good,2,2,2,49,1,1,1,0,0,0,0,0.846153846,0.153846154,0,0,0,0.821428571,0.178571429,0,0,0,41.39166667,8.125,11.81583333,3.713333333,3.200833333
LTR373,LTR373_8.10.2018,LTR373_2018,8,10,2018,8/10/2018,55.5719,24.6263,Nemunas,river,HM,0.56,Good,2,3,3,29,0,0,1,0,0,0,0,0.923076923,0.076923077,0,0,0,0.857142857,0.142857143,0,0,0,50.125,16.95833333,11.99166667,4.1,3.23
LTR373,LTR373_29.9.2021,LTR373_2021,29,9,2021,29/9/2021,55.5719,24.6263,Nemunas,river,HM,0.57,Good,2,2,2,16,0,0,1,0,0,0,0,0.923076923,0.076923077,0,0,0,0.857142857,0.142857143,0,0,0,54.44166667,8.375,11.86666667,3.866666667,3.266666667
LTR375,LTR375_9.10.2012,LTR375_2012,9,10,2012,9/10/2012,55.6597,24.4331,Nemunas,river,N,,,2,3,3,15,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,50.70833333,9.258333333,11.05666667,3.371666667,3.334166667
LTR375,LTR375_8.10.2015,LTR375_2015,8,10,2015,8/10/2015,55.6597,24.4331,Nemunas,river,N,0.77,Good,2,2,2,45,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,41.15,8.075,11.89083333,3.92,3.188333333
LTR375,LTR375_2.10.2018,LTR375_2018,2,10,2018,2/10/2018,55.6597,24.4331,Nemunas,river,N,0.67,Good,2,3,2,12,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,49.975,17.04166667,12.08333333,4.275,3.225833333
